timestamp_computer,left_gaze_point_on_display_area,right_gaze_point_on_display_area,left_pupil_diameter,right_pupil_validity,right_pupil_diameter,right_pupil_validity
1611163773.7445614,"(0.09385979920625687, 1.0392647981643677)","(0.12520891427993774, 1.044677972793579)",4.241668701171875,1,4.05499267578125,1
1611163773.7974198,"(0.09688582271337509, 1.0434496402740479)","(0.12554137408733368, 1.0481423139572144)",4.2311248779296875,1,4.0558624267578125,1
1611163773.8572268,"(0.0973072499036789, 1.0463669300079346)","(0.12631739675998688, 1.0439475774765015)",4.229278564453125,1,4.056121826171875,1
1611163773.9101176,"(0.09863606095314026, 1.0466294288635254)","(0.12457573413848877, 1.0466121435165405)",4.223236083984375,1,4.052398681640625,1
1611163773.9579895,"(0.10059023648500443, 1.047658085823059)","(0.12680943310260773, 1.0494979619979858)",4.22418212890625,1,4.05413818359375,1
1611163774.010848,"(0.10101822763681412, 1.0480915307998657)","(0.1241125613451004, 1.0498391389846802)",4.2153167724609375,1,4.0455474853515625,1
1611163774.0627103,"(0.1039699986577034, 1.0478893518447876)","(0.12211870402097702, 1.0513625144958496)",4.210906982421875,1,4.0423736572265625,1
1611163774.1165657,"(0.10640101134777069, 1.0447144508361816)","(0.11843114346265793, 1.0493766069412231)",4.2037200927734375,1,4.0345611572265625,1
1611163774.1743777,"(0.09716027975082397, 1.0208048820495605)","(0.11378242075443268, 1.0212541818618774)",4.2032928466796875,1,4.0389556884765625,1
1611163774.2272723,"(0.08826819062232971, 0.9845606684684753)","(0.10832587629556656, 0.9612823724746704)",4.198150634765625,1,4.02996826171875,1
1611163774.2791307,"(0.08075111359357834, 0.9557667374610901)","(0.10381852090358734, 0.9324595928192139)",4.199188232421875,1,4.0174102783203125,1
1611163774.3329866,"(0.08247290551662445, 0.959199845790863)","(0.10628525167703629, 0.93685382604599)",4.1949005126953125,1,4.0079498291015625,1
1611163774.3928294,"(0.0818551778793335, 0.9697625637054443)","(0.10489825159311295, 0.9550240635871887)",4.196014404296875,1,4.0083160400390625,1
1611163774.4466834,"(0.08122421056032181, 0.9672097563743591)","(0.10519073903560638, 0.9512070417404175)",4.1940155029296875,1,4.0026397705078125,1
1611163774.5045285,"(0.08213939517736435, 0.9636527299880981)","(0.10279146581888199, 0.9494869112968445)",4.1955108642578125,1,4.0002899169921875,1
1611163774.5563917,"(0.0841260775923729, 0.9614132642745972)","(0.10414184629917145, 0.9409828782081604)",4.19158935546875,1,3.9971466064453125,1
1611163774.5912912,"(0.08477409183979034, 0.9639226794242859)","(0.10484488308429718, 0.9383912682533264)",4.19091796875,1,3.9989776611328125,1
1611163774.6451528,"(0.08435727655887604, 0.9642407894134521)","(0.10566207021474838, 0.9382830858230591)",4.18536376953125,1,4.0018463134765625,1
1611163774.6680906,"(0.0843784511089325, 0.9640118479728699)","(0.1051068976521492, 0.9378601908683777)",4.1827850341796875,1,4.00506591796875,1
1611163774.7219465,"(0.08667105436325073, 0.9612878561019897)","(0.10374283045530319, 0.9374819397926331)",4.1822662353515625,1,4.0075531005859375,1
1611163774.7618077,"(0.08914247900247574, 0.9614522457122803)","(0.1045781672000885, 0.9357491135597229)",4.1916656494140625,1,4.0068206787109375,1
1611163774.7967465,"(0.08971959352493286, 0.9591568112373352)","(0.10286740213632584, 0.9391899108886719)",4.195770263671875,1,4.0088043212890625,1
1611163774.8506024,"(0.09055770933628082, 0.9566465616226196)","(0.1028471291065216, 0.9423512816429138)",4.19873046875,1,4.0103912353515625,1
1611163774.8984747,"(0.08976663649082184, 0.9572892785072327)","(0.1004447340965271, 0.9449103474617004)",4.2013092041015625,1,4.010650634765625,1
1611163774.9503021,"(0.08986002951860428, 0.9560344815254211)","(0.10106385499238968, 0.9436984658241272)",4.2041168212890625,1,4.010040283203125,1
1611163775.0012023,"(0.09681953489780426, 0.958784282207489)","(0.11012803018093109, 0.9460841417312622)",4.200531005859375,1,4.0135955810546875,1
1611163775.0470731,"(0.13502846658229828, 0.9549174308776855)","(0.15505897998809814, 0.9369862675666809)",4.191558837890625,1,4.0245208740234375,1
1611163775.0769956,"(0.2061372548341751, 0.9390121102333069)","(0.26141107082366943, 0.9175428748130798)",4.194915771484375,1,4.043670654296875,1
1611163775.1288562,"(0.2984374761581421, 0.9275485277175903)","(0.3545495569705963, 0.8972023129463196)",4.2114410400390625,1,4.0303192138671875,1
1611163775.182785,"(0.36717134714126587, 0.917607843875885)","(0.42410141229629517, 0.8923438191413879)",4.21380615234375,1,4.0315093994140625,1
1611163775.2346482,"(0.44344469904899597, 0.9162095189094543)","(0.5020394325256348, 0.8985409736633301)",4.2239532470703125,1,4.0235137939453125,1
1611163775.2944536,"(0.472209632396698, 0.9117026925086975)","(0.5156037211418152, 0.9031438827514648)",4.2285308837890625,1,4.0404052734375,1
1611163775.3343866,"(0.4763888418674469, 0.9069737792015076)","(0.5190883874893188, 0.9071593284606934)",4.2344818115234375,1,4.0520782470703125,1
1611163775.3932257,"(0.47413888573646545, 0.90239417552948)","(0.5132617354393005, 0.9032398462295532)",4.2376556396484375,1,4.06134033203125,1
1611163775.4351132,"(0.47873246669769287, 0.9036977291107178)","(0.5174465179443359, 0.9039061069488525)",4.24261474609375,1,4.06353759765625,1
1611163775.4769979,"(0.4804414212703705, 0.9028423428535461)","(0.517460823059082, 0.9003646969795227)",4.247222900390625,1,4.0597381591796875,1
1611163775.5118725,"(0.482850581407547, 0.9026908278465271)","(0.5191915035247803, 0.904107928276062)",4.2566986083984375,1,4.0694580078125,1
1611163775.5637336,"(0.49494534730911255, 0.9030604958534241)","(0.5284423232078552, 0.9050504565238953)",4.258331298828125,1,4.084320068359375,1
1611163775.5986404,"(0.525102436542511, 0.8916320204734802)","(0.5332419276237488, 0.903667151927948)",4.2543792724609375,1,4.0844573974609375,1
1611163775.6514983,"(0.5904313921928406, 0.8699994683265686)","(0.5638967156410217, 0.8911499381065369)",4.2742462158203125,1,4.1084442138671875,1
1611163775.698407,"(0.6486851572990417, 0.8293495774269104)","(0.7494168281555176, 0.8117718696594238)",4.27923583984375,1,4.2091217041015625,1
1611163775.751268,"(0.6782183051109314, 0.8072108030319214)","(0.7395748496055603, 0.8046553730964661)",4.295196533203125,1,4.1683807373046875,1
1611163775.7981348,"(0.6936176419258118, 0.7961135506629944)","(0.7362805008888245, 0.8092525005340576)",4.305328369140625,1,4.1439361572265625,1
1611163775.8509946,"(0.6951805949211121, 0.7991596460342407)","(0.7307959794998169, 0.8144137263298035)",4.30718994140625,1,4.158203125,1
1611163775.8958807,"(0.6998749375343323, 0.798093318939209)","(0.7376847267150879, 0.8224538564682007)",4.2933807373046875,1,4.1607666015625,1
1611163775.9487414,"(0.7039099931716919, 0.7943322658538818)","(0.7420133948326111, 0.8166612386703491)",4.290924072265625,1,4.1609954833984375,1
1611163776.0005982,"(0.7087370157241821, 0.793441653251648)","(0.7428485155105591, 0.8143072724342346)",4.2901611328125,1,4.1515045166015625,1
1611163776.054456,"(0.7089166045188904, 0.7929919958114624)","(0.7409502267837524, 0.8059351444244385)",4.29412841796875,1,4.151123046875,1
1611163776.0783901,"(0.7113025784492493, 0.7911682724952698)","(0.7405127286911011, 0.8105962872505188)",4.2954559326171875,1,4.155181884765625,1
1611163776.129254,"(0.7094890475273132, 0.7958098649978638)","(0.7392511367797852, 0.812045156955719)",4.298370361328125,1,4.1544189453125,1
1611163776.188219,"(0.7096764445304871, 0.7983859181404114)","(0.7397940158843994, 0.8101790547370911)",4.2998199462890625,1,4.1555023193359375,1
1611163776.2410777,"(0.7093446850776672, 0.7987924814224243)","(0.7367022633552551, 0.8064068555831909)",4.2992095947265625,1,4.1592559814453125,1
1611163776.301002,"(0.7086130380630493, 0.7951287627220154)","(0.7364013195037842, 0.8076331615447998)",4.295501708984375,1,4.1693572998046875,1
1611163776.352894,"(0.7095909118652344, 0.795163094997406)","(0.7353660464286804, 0.8130303025245667)",4.296630859375,1,4.1697845458984375,1
1611163776.4067545,"(0.7114787697792053, 0.7931445240974426)","(0.7372121810913086, 0.8131141066551208)",4.292755126953125,1,4.1594085693359375,1
1611163776.4535954,"(0.7369019985198975, 0.7322467565536499)","(0.7617372870445251, 0.7556195855140686)",4.318328857421875,1,4.1475830078125,1
1611163776.4935274,"(0.7475886344909668, 0.7088808417320251)","(0.7684937715530396, 0.7323054075241089)",4.332611083984375,1,4.148284912109375,1
1611163776.5443838,"(0.7840892672538757, 0.6045538783073425)","(0.8191916942596436, 0.6120131611824036)",4.3597259521484375,1,4.217742919921875,1
1611163776.591263,"(0.8341100811958313, 0.12183448672294617)","(0.8693010210990906, 0.12833519279956818)",4.280487060546875,1,4.170379638671875,1
1611163776.615194,"(0.8378278613090515, 0.10225379467010498)","(0.8693010210990906, 0.12833519279956818)",4.3030242919921875,1,4.170379638671875,1
1611163776.6680553,"(0.8383048176765442, 0.08126983791589737)","(0.860677182674408, 0.10151637345552444)",4.295318603515625,1,4.09344482421875,1
1611163776.7199123,"(0.841446042060852, 0.05371225252747536)","(0.8653922080993652, 0.08095280826091766)",4.3091888427734375,1,4.0953369140625,1
1611163776.7428513,"(0.8423091173171997, 0.041363149881362915)","(0.8653922080993652, 0.08095280826091766)",4.310516357421875,1,4.0953369140625,1
1611163776.796711,"(0.841864287853241, 0.041413966566324234)","(0.8654643893241882, 0.07425149530172348)",4.30804443359375,1,4.095977783203125,1
1611163776.8545563,"(0.8446966409683228, 0.041047412902116776)","(0.8626499176025391, 0.06521410495042801)",4.2978057861328125,1,4.09228515625,1
1611163776.900434,"(0.8460010290145874, 0.0391840785741806)","(0.8626499176025391, 0.06521410495042801)",4.28546142578125,1,4.09228515625,1
1611163776.9542913,"(0.8476927280426025, 0.03715352341532707)","(0.8607776165008545, 0.06405533105134964)",4.2805023193359375,1,4.0813751220703125,1
1611163777.000169,"(0.8471185564994812, 0.037547167390584946)","(0.8591952919960022, 0.06082119792699814)",4.27685546875,1,4.075531005859375,1
1611163777.0590093,"(0.8478211164474487, 0.03837722912430763)","(0.8556239008903503, 0.06008271872997284)",4.270782470703125,1,4.0706939697265625,1
1611163777.0879357,"(0.8468228578567505, 0.034874431788921356)","(0.855557918548584, 0.058404598385095596)",4.268096923828125,1,4.0680084228515625,1
1611163777.1407862,"(0.845137894153595, 0.03125256299972534)","(0.855435848236084, 0.05997558683156967)",4.2649688720703125,1,4.0615234375,1
1611163777.1936498,"(0.8451688289642334, 0.028464950621128082)","(0.8549008965492249, 0.06265310943126678)",4.267822265625,1,4.0514984130859375,1
1611163777.2475083,"(0.8463118076324463, 0.026462256908416748)","(0.8547896146774292, 0.06361664831638336)",4.2657318115234375,1,4.047698974609375,1
1611163777.301357,"(0.8496832251548767, 0.023187557235360146)","(0.8570716381072998, 0.06404106318950653)",4.2690887451171875,1,4.050384521484375,1
1611163777.3302875,"(0.8506792187690735, 0.02104676142334938)","(0.8577187061309814, 0.06456368416547775)",4.2662353515625,1,4.0453033447265625,1
1611163777.3841405,"(0.847557783126831, 0.0225228238850832)","(0.8555861115455627, 0.06130131334066391)",4.261260986328125,1,4.040252685546875,1
1611163777.4439816,"(0.7964421510696411, 0.0018384890863671899)","(0.8472173810005188, 0.06575706601142883)",4.264404296875,1,4.00494384765625,1
1611163777.4958475,"(0.7208957076072693, -0.017467668280005455)","(0.7739266753196716, 0.02280089631676674)",4.2719573974609375,1,4.0235595703125,1
1611163777.5257628,"(0.5212730169296265, 0.01292008999735117)","(0.5587928295135498, 0.019395064562559128)",4.2139892578125,1,4.0099334716796875,1
1611163777.559638,"(0.5214974880218506, 0.012317504733800888)","(0.559422492980957, 0.020873086526989937)",4.2061004638671875,1,4.015045166015625,1
1611163777.6005569,"(0.5213471055030823, 0.012569604441523552)","(0.5593729019165039, 0.020117079839110374)",4.205596923828125,1,4.01080322265625,1
1611163777.6544175,"(0.5211504697799683, 0.01260754931718111)","(0.5595847964286804, 0.02078067697584629)",4.2021942138671875,1,4.010650634765625,1
1611163777.690317,"(0.5218647122383118, 0.012756683863699436)","(0.5587300658226013, 0.02021455019712448)",4.208404541015625,1,4.0046844482421875,1
1611163777.7431796,"(0.5253352522850037, 0.011130468919873238)","(0.5594105124473572, 0.01776036247611046)",4.1922149658203125,1,4.00140380859375,1
1611163777.7960057,"(0.5264551639556885, 0.013209541328251362)","(0.5592777729034424, 0.017652438953518867)",4.19195556640625,1,3.9926910400390625,1
1611163777.8478665,"(0.5274882316589355, 0.01681571453809738)","(0.5605126619338989, 0.01693926937878132)",4.185791015625,1,3.988525390625,1
1611163777.9007583,"(0.526406466960907, 0.019040033221244812)","(0.5599424242973328, 0.018042273819446564)",4.19464111328125,1,3.982421875,1
1611163777.9526198,"(0.526762843132019, 0.020138738676905632)","(0.5597329139709473, 0.01800437830388546)",4.18511962890625,1,3.982330322265625,1
1611163778.0064802,"(0.5243250727653503, 0.020103855058550835)","(0.5601907968521118, 0.020150257274508476)",4.1806793212890625,1,3.9774169921875,1
1611163778.058406,"(0.5230971574783325, 0.020646823570132256)","(0.5605879426002502, 0.01946845091879368)",4.1776885986328125,1,3.971832275390625,1
1611163778.0933115,"(0.5221951007843018, 0.020602136850357056)","(0.5617435574531555, 0.018478306010365486)",4.182891845703125,1,3.964813232421875,1
1611163778.1471715,"(0.5221939086914062, 0.020258868113160133)","(0.561077892780304, 0.01875409483909607)",4.183807373046875,1,3.9636688232421875,1
1611163778.1930437,"(0.5230509638786316, 0.0201179850846529)","(0.560431718826294, 0.017761755734682083)",4.1827392578125,1,3.9627838134765625,1
1611163778.2340539,"(0.5241554975509644, 0.019209925085306168)","(0.5598108172416687, 0.017150266095995903)",4.181243896484375,1,3.970703125,1
1611163778.2569637,"(0.5269544124603271, 0.01856062188744545)","(0.5586983561515808, 0.015155967324972153)",4.1774749755859375,1,3.969696044921875,1
1611163778.2789347,"(0.5276572704315186, 0.01946157217025757)","(0.5595719814300537, 0.014909336343407631)",4.178558349609375,1,3.9678802490234375,1
1611163778.3018737,"(0.5292625427246094, 0.019384605810046196)","(0.5592063665390015, 0.012979517690837383)",4.1791534423828125,1,3.9600677490234375,1
1611163778.3307948,"(0.5305289626121521, 0.021479040384292603)","(0.5601755976676941, 0.010190853849053383)",4.1822052001953125,1,3.9614715576171875,1
1611163778.3537343,"(0.5302520394325256, 0.021854085847735405)","(0.5593894124031067, 0.010574175044894218)",4.1836090087890625,1,3.9615478515625,1
1611163778.382659,"(0.5277725458145142, 0.023151591420173645)","(0.5591651201248169, 0.010885103605687618)",4.183563232421875,1,3.9627838134765625,1
1611163778.4295306,"(0.5269724130630493, 0.022967904806137085)","(0.5589936971664429, 0.012323320843279362)",4.1878204345703125,1,3.959747314453125,1
1611163778.4813936,"(0.52622389793396, 0.02380237728357315)","(0.5588790774345398, 0.013273213058710098)",4.1875,1,3.9581146240234375,1
1611163778.517302,"(0.5245246291160583, 0.02507697232067585)","(0.5588527321815491, 0.013105928897857666)",4.188385009765625,1,3.959564208984375,1
1611163778.5691543,"(0.5227235555648804, 0.024185962975025177)","(0.5590535998344421, 0.015305092558264732)",4.1845550537109375,1,3.9579315185546875,1
1611163778.62302,"(0.5226853489875793, 0.02407355234026909)","(0.5587637424468994, 0.01648038439452648)",4.187835693359375,1,3.958282470703125,1
1611163778.6758773,"(0.5236103534698486, 0.022701019421219826)","(0.5585063695907593, 0.019285837188363075)",4.189544677734375,1,3.9594879150390625,1
1611163778.7167695,"(0.5219807624816895, 0.023668494075536728)","(0.558046817779541, 0.01784738153219223)",4.191650390625,1,3.965545654296875,1
1611163778.7686245,"(0.5222198367118835, 0.023827800527215004)","(0.5577681064605713, 0.017239047214388847)",4.1933746337890625,1,3.9683380126953125,1
1611163778.8224854,"(0.5228859782218933, 0.024834994226694107)","(0.5583698153495789, 0.01725468970835209)",4.1934814453125,1,3.9720458984375,1
1611163778.8763416,"(0.5236707925796509, 0.025282928720116615)","(0.5581127405166626, 0.01586407609283924)",4.1976318359375,1,3.965911865234375,1
1611163778.9292028,"(0.5237215161323547, 0.02507779747247696)","(0.5592443346977234, 0.013070540502667427)",4.199493408203125,1,3.9700775146484375,1
1611163778.983055,"(0.5233101844787598, 0.026570327579975128)","(0.5582726001739502, 0.01342031080275774)",4.1952362060546875,1,3.96978759765625,1
1611163779.0369062,"(0.5137881636619568, 0.050669871270656586)","(0.5467920303344727, 0.04232127219438553)",4.1904296875,1,3.973663330078125,1
1611163779.090735,"(0.48324811458587646, 0.13243885338306427)","(0.508962094783783, 0.12729805707931519)",4.1932525634765625,1,3.980712890625,1
1611163779.1427639,"(0.46337807178497314, 0.18899445235729218)","(0.46718791127204895, 0.19324111938476562)",4.2039794921875,1,3.97406005859375,1
1611163779.190606,"(0.3990912437438965, 0.27466443181037903)","(0.42165201902389526, 0.24967049062252045)",4.2054595947265625,1,3.983917236328125,1
1611163779.2255127,"(0.3334317207336426, 0.31010758876800537)","(0.37355175614356995, 0.28981685638427734)",4.20269775390625,1,3.99578857421875,1
1611163779.2773738,"(0.3334317207336426, 0.31010758876800537)","(0.34672966599464417, 0.30205032229423523)",4.20269775390625,1,3.9944915771484375,1
1611163779.3292675,"(0.31293195486068726, 0.32781460881233215)","(0.33194246888160706, 0.30526649951934814)",4.197998046875,1,3.9860382080078125,1
1611163779.3752697,"(0.3008035123348236, 0.34557875990867615)","(0.31891435384750366, 0.31120145320892334)",4.193267822265625,1,3.977325439453125,1
1611163779.4281328,"(0.2984258532524109, 0.3381544053554535)","(0.31980177760124207, 0.3126350939273834)",4.1890106201171875,1,3.9759979248046875,1
1611163779.4750035,"(0.29695042967796326, 0.3402612507343292)","(0.3173500895500183, 0.3154475688934326)",4.1917724609375,1,3.9715423583984375,1
1611163779.5099142,"(0.2944665551185608, 0.34118586778640747)","(0.31607764959335327, 0.320581316947937)",4.192169189453125,1,3.96966552734375,1
1611163779.562768,"(0.29273125529289246, 0.3431661128997803)","(0.3146054744720459, 0.32141318917274475)",4.19720458984375,1,3.9724884033203125,1
1611163779.6086454,"(0.29277026653289795, 0.3440376818180084)","(0.3141639828681946, 0.32461515069007874)",4.2001800537109375,1,3.9762420654296875,1
1611163779.661504,"(0.29500824213027954, 0.3481307923793793)","(0.3141869306564331, 0.32634401321411133)",4.1977386474609375,1,3.978851318359375,1
1611163779.71433,"(0.2939339280128479, 0.34453368186950684)","(0.31250303983688354, 0.33135753870010376)",4.19903564453125,1,3.9818878173828125,1
1611163779.748273,"(0.28924450278282166, 0.34704697132110596)","(0.30945780873298645, 0.33429422974586487)",4.201385498046875,1,3.9839324951171875,1
1611163779.8021288,"(0.2832174003124237, 0.33698251843452454)","(0.3044629991054535, 0.325614869594574)",4.211456298828125,1,3.993194580078125,1
1611163779.855989,"(0.2813977003097534, 0.35812002420425415)","(0.3015819191932678, 0.31917285919189453)",4.2245635986328125,1,3.98193359375,1
1611163779.902841,"(0.09877321124076843, 0.4711901843547821)","(0.12339334189891815, 0.4297787547111511)",4.2211761474609375,1,3.9894256591796875,1
1611163779.9567094,"(0.0867229476571083, 0.47495362162590027)","(0.11891912668943405, 0.4457121193408966)",4.21307373046875,1,3.981842041015625,1
1611163779.9926138,"(0.09094663709402084, 0.4799739420413971)","(0.11735658347606659, 0.44323375821113586)",4.210052490234375,1,3.99249267578125,1
1611163780.0464697,"(0.08663816750049591, 0.48164260387420654)","(0.11201845109462738, 0.4437347650527954)",4.212615966796875,1,3.9959259033203125,1
1611163780.0604393,"(0.08680907636880875, 0.4807572364807129)","(0.10776834934949875, 0.4348667860031128)",4.2146453857421875,1,3.9969940185546875,1
1611163780.0614033,"(0.0825607180595398, 0.4863525331020355)","(0.10453557223081589, 0.43993183970451355)",4.2189788818359375,1,3.99261474609375,1
1611163780.0614033,"(0.07972222566604614, 0.49137842655181885)","(0.09924611449241638, 0.4403392970561981)",4.2247161865234375,1,3.9953765869140625,1
1611163780.0614033,"(0.0582917295396328, 0.5159496665000916)","(0.09522408992052078, 0.4437534511089325)",4.2274017333984375,1,4.0065460205078125,1
1611163780.0614033,"(0.04482800140976906, 0.5197766423225403)","(0.08765120804309845, 0.43307527899742126)",4.2322235107421875,1,4.010162353515625,1
1611163780.0623994,"(0.030873341485857964, 0.5525726079940796)","(0.053569529205560684, 0.5079349875450134)",4.2422943115234375,1,3.99822998046875,1
1611163780.0623994,"(0.029169080778956413, 0.5488508343696594)","(0.05131766200065613, 0.5086733102798462)",4.2462158203125,1,3.9934844970703125,1
1611163780.0623994,"(0.02618052065372467, 0.5603636503219604)","(0.04607013240456581, 0.5122062563896179)",4.233306884765625,1,4.003814697265625,1
